%time;field.yaw_measurement;field.distance_wall
1.63179E+18;-5.37053E+11;3.66178E+11
1.63179E+18;-5.37053E+11;3.6602E+11
1.63179E+18;-5.37053E+11;3.65776E+11
1.63179E+18;-5.37053E+11;36562974453
1.63179E+18;-5.37053E+11;3.65389E+11
1.63179E+18;-5.37053E+11;3.65223E+11
1.63179E+18;-5.37053E+11;3.65083E+11
1.63179E+18;-5.37053E+11;3.64865E+11
1.63179E+18;-5.37053E+11;3.64747E+11
1.63179E+18;-5.37053E+11;3.64558E+11
1.63179E+18;-5.37053E+11;3.64444E+11
1.63179E+18;-5.37053E+11;3.64356E+11
1.63179E+18;-5.37053E+11;3.64104E+11
1.63179E+18;-5.23877E+11;3.63674E+11
1.63179E+18;-5.23877E+11;3.63438E+11
1.63179E+18;-5.23877E+11;3.63281E+11
1.63179E+18;-5.23877E+11;3.63146E+11
